STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,agedef,Age definition,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2021,,241116,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2022,,275515,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PL,Poland,2023,,303275,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,1995,,42702,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,1996,,51656,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,1997,,59875,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,1998,,56788,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,1999,,68297,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2000,,77775,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2001,,61609,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2002,,50611,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2003,,31425,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2004,,21093,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2005,,21741,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2006,,22741,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2007,,29661,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2008,,29718,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2009,,32307,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2010,,27575,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2011,,18820,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2012,,14668,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2013,,17757,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2014,,23077,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2015,,36849,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2016,,37644,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2017,,46649,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2018,,55357,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2019,,95382,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2020,,83654,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2021,,97119,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2022,,167098,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2023,,189367,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2008,,138929,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2009,,135844,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2010,,149885,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2011,,147685,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2012,,167266,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2013,,153646,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2014,,136035,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2015,,132795,,e,estimated,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2016,,137455,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2017,,177435,,e,estimated,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2018,,172578,,e,estimated,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2019,,202422,,e,estimated,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2020,,145519,,e,estimated,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2021,,194642,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2022,,293024,,e,estimated,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,RO,Romania,2023,,324091,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,1995,,45887,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,1996,,39895,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,1997,,44818,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,1998,,49391,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,1999,,49839,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2000,,58659,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2001,,60795,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2002,,64087,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2003,,63795,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2004,,62028,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2005,,65229,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2006,,95750,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2007,,99485,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2008,,101171,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2009,,102280,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2010,,98801,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2011,,96467,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2012,,103059,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2013,,115845,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2014,,126966,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2015,,134240,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2016,,163005,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2017,,144489,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2018,,132602,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2019,,115805,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2020,,82518,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2021,,90631,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2022,,102436,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2023,,94514,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,1995,,5879,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,1996,,9495,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,1997,,7889,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,1998,,4603,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,1999,,4941,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2000,,6185,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2001,,7803,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2002,,9134,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2003,,9279,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2004,,10171,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2005,,15041,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2006,,20016,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2007,,29193,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2008,,30693,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2009,,30296,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2010,,15416,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2011,,14083,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2012,,15022,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2013,,13871,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2014,,13846,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2015,,15420,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2016,,16623,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2017,,18808,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2018,,28455,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2019,,31319,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2020,,36110,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2021,,23624,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2022,,35613,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2023,,33939,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,1995,,3055,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,1996,,2477,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,1997,,2303,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,1998,,2052,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,1999,,2072,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2000,,2274,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2001,,2023,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2002,,2312,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2003,,2603,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2004,,4460,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2005,,5276,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2006,,5589,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2007,,8624,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2008,,8765,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2009,,6346,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2010,,5272,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2011,,4829,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2012,,5419,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2013,,5149,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2014,,5357,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2015,,6997,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2016,,7686,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2017,,7188,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2018,,7253,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2019,,7016,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2020,,6775,,p,provisional,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2021,,5733,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2022,,5463,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2023,,5923,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,1998,,332390,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,1999,,354077,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2000,,364367,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2001,,372206,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2002,,385901,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2003,,431487,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2004,,518097,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2006,,529008,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2007,,526714,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2008,,590242,,b,break in time series,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2009,,566514,,,,,
dataflow,ESTAT:MIGR_IMM8(1.0),Immigration by age and sex,A,Annual,REACH,Age reached during the year,TOTAL,Total,NR,Number,T,Total,UK,United Kingdom,2010,,590950,,,,,
